,token_x,symbol_x,name,expiry_x,strike_x,lotsize_x,instrumenttype_x,exch_seg_x,tick_size_x,token_y,symbol_y,expiry_y,strike_y,lotsize_y,instrumenttype_y,exch_seg_y,tick_size_y
319,73510,NYKAA24APR25FUT,NYKAA,24APR2025,-1.0,2950,FUTSTK,NFO,1.0,6545,NYKAA-EQ,,-1.0,1,,NSE,1.0
320,35060,ADANIGREEN27MAR25FUT,ADANIGREEN,27MAR2025,-1.0,375,FUTSTK,NFO,5.0,3563,ADANIGREEN-EQ,,-1.0,1,,NSE,5.0
321,35213,ASHOKLEY27MAR25FUT,ASHOKLEY,27MAR2025,-1.0,2500,FUTSTK,NFO,1.0,212,ASHOKLEY-EQ,,-1.0,1,,NSE,1.0
322,35798,DEEPAKNTR27MAR25FUT,DEEPAKNTR,27MAR2025,-1.0,300,FUTSTK,NFO,5.0,19943,DEEPAKNTR-EQ,,-1.0,1,,NSE,5.0
323,35008,ABCAPITAL27MAR25FUT,ABCAPITAL,27MAR2025,-1.0,2700,FUTSTK,NFO,1.0,21614,ABCAPITAL-EQ,,-1.0,1,,NSE,1.0
324,35025,ABFRL27MAR25FUT,ABFRL,27MAR2025,-1.0,2600,FUTSTK,NFO,5.0,30108,ABFRL-EQ,,-1.0,1,,NSE,5.0
325,35187,ALKEM27MAR25FUT,ALKEM,27MAR2025,-1.0,100,FUTSTK,NFO,5.0,11703,ALKEM-EQ,,-1.0,1,,NSE,5.0
326,35404,BSOFT27MAR25FUT,BSOFT,27MAR2025,-1.0,1000,FUTSTK,NFO,5.0,6994,BSOFT-EQ,,-1.0,1,,NSE,5.0
327,35411,CESC27MAR25FUT,CESC,27MAR2025,-1.0,2925,FUTSTK,NFO,1.0,628,CESC-EQ,,-1.0,1,,NSE,1.0
328,35571,CUMMINSIND27MAR25FUT,CUMMINSIND,27MAR2025,-1.0,150,FUTSTK,NFO,5.0,1901,CUMMINSIND-EQ,,-1.0,1,,NSE,5.0
329,35816,DIXON27MAR25FUT,DIXON,27MAR2025,-1.0,50,FUTSTK,NFO,5.0,21690,DIXON-EQ,,-1.0,1,,NSE,5.0
330,35817,DLF27MAR25FUT,DLF,27MAR2025,-1.0,825,FUTSTK,NFO,5.0,14732,DLF-EQ,,-1.0,1,,NSE,5.0
331,36691,031NSETEST27NOV36FUT,031NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14753,031NSETEST-EQ,,-1.0,1,,NSE,5.0
332,35245,AXISBANK27MAR25FUT,AXISBANK,27MAR2025,-1.0,625,FUTSTK,NFO,5.0,5900,AXISBANK-EQ,,-1.0,1,,NSE,5.0
333,35357,BHARATFORG27MAR25FUT,BHARATFORG,27MAR2025,-1.0,500,FUTSTK,NFO,5.0,422,BHARATFORG-EQ,,-1.0,1,,NSE,5.0
334,35400,BPCL27MAR25FUT,BPCL,27MAR2025,-1.0,1800,FUTSTK,NFO,5.0,526,BPCL-EQ,,-1.0,1,,NSE,5.0
335,35427,CGPOWER27MAR25FUT,CGPOWER,27MAR2025,-1.0,725,FUTSTK,NFO,5.0,760,CGPOWER-EQ,,-1.0,1,,NSE,5.0
336,35533,COALINDIA27MAR25FUT,COALINDIA,27MAR2025,-1.0,1050,FUTSTK,NFO,5.0,20374,COALINDIA-EQ,,-1.0,1,,NSE,5.0
337,35968,DRREDDY27MAR25FUT,DRREDDY,27MAR2025,-1.0,625,FUTSTK,NFO,5.0,881,DRREDDY-EQ,,-1.0,1,,NSE,5.0
338,35985,EICHERMOT27MAR25FUT,EICHERMOT,27MAR2025,-1.0,175,FUTSTK,NFO,5.0,910,EICHERMOT-EQ,,-1.0,1,,NSE,5.0
339,36227,ESCORTS27MAR25FUT,ESCORTS,27MAR2025,-1.0,150,FUTSTK,NFO,5.0,958,ESCORTS-EQ,,-1.0,1,,NSE,5.0
340,37352,GODREJPROP27MAR25FUT,GODREJPROP,27MAR2025,-1.0,225,FUTSTK,NFO,5.0,17875,GODREJPROP-EQ,,-1.0,1,,NSE,5.0
341,40482,IRCTC27MAR25FUT,IRCTC,27MAR2025,-1.0,875,FUTSTK,NFO,5.0,13611,IRCTC-EQ,,-1.0,1,,NSE,5.0
342,41616,JUBLFOOD27MAR25FUT,JUBLFOOD,27MAR2025,-1.0,1250,FUTSTK,NFO,5.0,18096,JUBLFOOD-EQ,,-1.0,1,,NSE,5.0
343,43113,LICHSGFIN27MAR25FUT,LICHSGFIN,27MAR2025,-1.0,1000,FUTSTK,NFO,5.0,1997,LICHSGFIN-EQ,,-1.0,1,,NSE,5.0
344,43177,MFSL27MAR25FUT,MFSL,27MAR2025,-1.0,800,FUTSTK,NFO,5.0,2142,MFSL-EQ,,-1.0,1,,NSE,5.0
345,43227,NESTLEIND27MAR25FUT,NESTLEIND,27MAR2025,-1.0,200,FUTSTK,NFO,5.0,17963,NESTLEIND-EQ,,-1.0,1,,NSE,5.0
346,43368,SRF27MAR25FUT,SRF,27MAR2025,-1.0,375,FUTSTK,NFO,5.0,3273,SRF-EQ,,-1.0,1,,NSE,5.0
347,43389,TATAMOTORS27MAR25FUT,TATAMOTORS,27MAR2025,-1.0,550,FUTSTK,NFO,5.0,3456,TATAMOTORS-EQ,,-1.0,1,,NSE,5.0
348,54454,AARTIIND24APR25FUT,AARTIIND,24APR2025,-1.0,1000,FUTSTK,NFO,5.0,7,AARTIIND-EQ,,-1.0,1,,NSE,5.0
349,54833,ADANIENT24APR25FUT,ADANIENT,24APR2025,-1.0,300,FUTSTK,NFO,5.0,25,ADANIENT-EQ,,-1.0,1,,NSE,5.0
350,57161,BAJFINANCE29MAY25FUT,BAJFINANCE,29MAY2025,-1.0,125,FUTSTK,NFO,5.0,317,BAJFINANCE-EQ,,-1.0,1,,NSE,5.0
351,57172,BPCL29MAY25FUT,BPCL,29MAY2025,-1.0,1800,FUTSTK,NFO,5.0,526,BPCL-EQ,,-1.0,1,,NSE,5.0
352,57173,BRITANNIA29MAY25FUT,BRITANNIA,29MAY2025,-1.0,100,FUTSTK,NFO,5.0,547,BRITANNIA-EQ,,-1.0,1,,NSE,5.0
353,57203,ESCORTS29MAY25FUT,ESCORTS,29MAY2025,-1.0,150,FUTSTK,NFO,5.0,958,ESCORTS-EQ,,-1.0,1,,NSE,5.0
354,57208,GAIL29MAY25FUT,GAIL,29MAY2025,-1.0,2350,FUTSTK,NFO,1.0,4717,GAIL-EQ,,-1.0,1,,NSE,1.0
355,57242,ICICIPRULI29MAY25FUT,ICICIPRULI,29MAY2025,-1.0,750,FUTSTK,NFO,5.0,18652,ICICIPRULI-EQ,,-1.0,1,,NSE,5.0
356,57267,IGL29MAY25FUT,IGL,29MAY2025,-1.0,2750,FUTSTK,NFO,1.0,11262,IGL-EQ,,-1.0,1,,NSE,1.0
357,57384,LAURUSLABS29MAY25FUT,LAURUSLABS,29MAY2025,-1.0,1700,FUTSTK,NFO,5.0,19234,LAURUSLABS-EQ,,-1.0,1,,NSE,5.0
358,57427,LUPIN29MAY25FUT,LUPIN,29MAY2025,-1.0,425,FUTSTK,NFO,5.0,10440,LUPIN-EQ,,-1.0,1,,NSE,5.0
359,57438,M&M29MAY25FUT,M&M,29MAY2025,-1.0,175,FUTSTK,NFO,5.0,2031,M&M-EQ,,-1.0,1,,NSE,5.0
360,57466,NAUKRI29MAY25FUT,NAUKRI,29MAY2025,-1.0,75,FUTSTK,NFO,5.0,13751,NAUKRI-EQ,,-1.0,1,,NSE,5.0
361,57474,NTPC29MAY25FUT,NTPC,29MAY2025,-1.0,1500,FUTSTK,NFO,5.0,11630,NTPC-EQ,,-1.0,1,,NSE,5.0
362,57476,OBEROIRLTY29MAY25FUT,OBEROIRLTY,29MAY2025,-1.0,350,FUTSTK,NFO,5.0,20242,OBEROIRLTY-EQ,,-1.0,1,,NSE,5.0
363,57481,PATANJALI27MAR25FUT,PATANJALI,27MAR2025,-1.0,300,FUTSTK,NFO,5.0,17029,PATANJALI-EQ,,-1.0,1,,NSE,5.0
364,57514,SBILIFE29MAY25FUT,SBILIFE,29MAY2025,-1.0,375,FUTSTK,NFO,5.0,21808,SBILIFE-EQ,,-1.0,1,,NSE,5.0
365,57519,SJVN29MAY25FUT,SJVN,29MAY2025,-1.0,4725,FUTSTK,NFO,1.0,18883,SJVN-EQ,,-1.0,1,,NSE,1.0
366,57523,SUNPHARMA29MAY25FUT,SUNPHARMA,29MAY2025,-1.0,350,FUTSTK,NFO,5.0,3351,SUNPHARMA-EQ,,-1.0,1,,NSE,5.0
367,57530,TATACONSUM29MAY25FUT,TATACONSUM,29MAY2025,-1.0,456,FUTSTK,NFO,5.0,3432,TATACONSUM-EQ,,-1.0,1,,NSE,5.0
368,57535,TATATECH27MAR25FUT,TATATECH,27MAR2025,-1.0,700,FUTSTK,NFO,5.0,20293,TATATECH-EQ,,-1.0,1,,NSE,5.0
369,57553,TRENT29MAY25FUT,TRENT,29MAY2025,-1.0,100,FUTSTK,NFO,5.0,1964,TRENT-EQ,,-1.0,1,,NSE,5.0
370,57560,VEDL29MAY25FUT,VEDL,29MAY2025,-1.0,1150,FUTSTK,NFO,5.0,3063,VEDL-EQ,,-1.0,1,,NSE,5.0
371,57562,WIPRO29MAY25FUT,WIPRO,29MAY2025,-1.0,3000,FUTSTK,NFO,5.0,3787,WIPRO-EQ,,-1.0,1,,NSE,5.0
372,57563,YESBANK29MAY25FUT,YESBANK,29MAY2025,-1.0,26000,FUTSTK,NFO,1.0,11915,YESBANK-EQ,,-1.0,1,,NSE,1.0
373,35057,ADANIENT27MAR25FUT,ADANIENT,27MAR2025,-1.0,300,FUTSTK,NFO,5.0,25,ADANIENT-EQ,,-1.0,1,,NSE,5.0
374,35215,ASIANPAINT27MAR25FUT,ASIANPAINT,27MAR2025,-1.0,200,FUTSTK,NFO,5.0,236,ASIANPAINT-EQ,,-1.0,1,,NSE,5.0
375,35232,AUROPHARMA27MAR25FUT,AUROPHARMA,27MAR2025,-1.0,550,FUTSTK,NFO,5.0,275,AUROPHARMA-EQ,,-1.0,1,,NSE,5.0
376,35351,BEL27MAR25FUT,BEL,27MAR2025,-1.0,2850,FUTSTK,NFO,5.0,383,BEL-EQ,,-1.0,1,,NSE,5.0
377,35358,BHARTIARTL27MAR25FUT,BHARTIARTL,27MAR2025,-1.0,475,FUTSTK,NFO,5.0,10604,BHARTIARTL-EQ,,-1.0,1,,NSE,5.0
378,35359,BHEL27MAR25FUT,BHEL,27MAR2025,-1.0,2625,FUTSTK,NFO,1.0,438,BHEL-EQ,,-1.0,1,,NSE,1.0
379,35524,CIPLA27MAR25FUT,CIPLA,27MAR2025,-1.0,325,FUTSTK,NFO,5.0,694,CIPLA-EQ,,-1.0,1,,NSE,5.0
380,35769,CYIENT27MAR25FUT,CYIENT,27MAR2025,-1.0,300,FUTSTK,NFO,5.0,5748,CYIENT-EQ,,-1.0,1,,NSE,5.0
381,35861,DMART27MAR25FUT,DMART,27MAR2025,-1.0,150,FUTSTK,NFO,5.0,19913,DMART-EQ,,-1.0,1,,NSE,5.0
382,36709,081NSETEST27NOV36FUT,081NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14767,081NSETEST-EQ,,-1.0,1,,NSE,5.0
383,36716,111NSETEST27NOV36FUT,111NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14774,111NSETEST-EQ,,-1.0,1,,NSE,5.0
384,36724,151NSETEST27NOV36FUT,151NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14782,151NSETEST-EQ,,-1.0,1,,NSE,5.0
385,39344,HAL27MAR25FUT,HAL,27MAR2025,-1.0,150,FUTSTK,NFO,5.0,2303,HAL-EQ,,-1.0,1,,NSE,5.0
386,39903,HINDUNILVR27MAR25FUT,HINDUNILVR,27MAR2025,-1.0,300,FUTSTK,NFO,5.0,1394,HINDUNILVR-EQ,,-1.0,1,,NSE,5.0
387,39905,HUDCO27MAR25FUT,HUDCO,27MAR2025,-1.0,2425,FUTSTK,NFO,1.0,20825,HUDCO-EQ,,-1.0,1,,NSE,1.0
388,40384,IDEA27MAR25FUT,IDEA,27MAR2025,-1.0,40000,FUTSTK,NFO,1.0,14366,IDEA-EQ,,-1.0,1,,NSE,1.0
389,40399,INDUSINDBK27MAR25FUT,INDUSINDBK,27MAR2025,-1.0,500,FUTSTK,NFO,5.0,5258,INDUSINDBK-EQ,,-1.0,1,,NSE,5.0
390,40481,IRB27MAR25FUT,IRB,27MAR2025,-1.0,10250,FUTSTK,NFO,1.0,15313,IRB-EQ,,-1.0,1,,NSE,1.0
391,43158,MANAPPURAM27MAR25FUT,MANAPPURAM,27MAR2025,-1.0,3000,FUTSTK,NFO,1.0,19061,MANAPPURAM-EQ,,-1.0,1,,NSE,1.0
392,43160,MARICO27MAR25FUT,MARICO,27MAR2025,-1.0,1200,FUTSTK,NFO,5.0,4067,MARICO-EQ,,-1.0,1,,NSE,5.0
393,43173,MARUTI27MAR25FUT,MARUTI,27MAR2025,-1.0,50,FUTSTK,NFO,5.0,10999,MARUTI-EQ,,-1.0,1,,NSE,5.0
394,43297,PFC27MAR25FUT,PFC,27MAR2025,-1.0,1300,FUTSTK,NFO,5.0,14299,PFC-EQ,,-1.0,1,,NSE,5.0
395,43329,PRESTIGE27MAR25FUT,PRESTIGE,27MAR2025,-1.0,325,FUTSTK,NFO,5.0,20302,PRESTIGE-EQ,,-1.0,1,,NSE,5.0
396,43330,RAMCOCEM27MAR25FUT,RAMCOCEM,27MAR2025,-1.0,850,FUTSTK,NFO,5.0,2043,RAMCOCEM-EQ,,-1.0,1,,NSE,5.0
397,43342,RECLTD27MAR25FUT,RECLTD,27MAR2025,-1.0,1000,FUTSTK,NFO,5.0,15355,RECLTD-EQ,,-1.0,1,,NSE,5.0
398,43343,RELIANCE27MAR25FUT,RELIANCE,27MAR2025,-1.0,500,FUTSTK,NFO,5.0,2885,RELIANCE-EQ,,-1.0,1,,NSE,5.0
399,43360,SJVN27MAR25FUT,SJVN,27MAR2025,-1.0,4725,FUTSTK,NFO,1.0,18883,SJVN-EQ,,-1.0,1,,NSE,1.0
400,43378,TATACOMM27MAR25FUT,TATACOMM,27MAR2025,-1.0,250,FUTSTK,NFO,5.0,3721,TATACOMM-EQ,,-1.0,1,,NSE,5.0
401,43401,TORNTPHARM27MAR25FUT,TORNTPHARM,27MAR2025,-1.0,250,FUTSTK,NFO,5.0,3518,TORNTPHARM-EQ,,-1.0,1,,NSE,5.0
402,43451,ZOMATO27MAR25FUT,ZOMATO,27MAR2025,-1.0,2000,FUTSTK,NFO,1.0,5097,ZOMATO-EQ,,-1.0,1,,NSE,1.0
403,43462,ZYDUSLIFE27MAR25FUT,ZYDUSLIFE,27MAR2025,-1.0,900,FUTSTK,NFO,5.0,7929,ZYDUSLIFE-EQ,,-1.0,1,,NSE,5.0
404,48577,181NSETEST27NOV36FUT,181NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,23447,181NSETEST-EQ,,-1.0,1,,NSE,5.0
405,54456,ABCAPITAL24APR25FUT,ABCAPITAL,24APR2025,-1.0,2700,FUTSTK,NFO,1.0,21614,ABCAPITAL-EQ,,-1.0,1,,NSE,1.0
406,54457,ABFRL24APR25FUT,ABFRL,24APR2025,-1.0,2600,FUTSTK,NFO,5.0,30108,ABFRL-EQ,,-1.0,1,,NSE,5.0
407,54835,ADANIPORTS24APR25FUT,ADANIPORTS,24APR2025,-1.0,400,FUTSTK,NFO,5.0,15083,ADANIPORTS-EQ,,-1.0,1,,NSE,5.0
408,57139,ACC29MAY25FUT,ACC,29MAY2025,-1.0,300,FUTSTK,NFO,5.0,22,ACC-EQ,,-1.0,1,,NSE,5.0
409,57166,BEL29MAY25FUT,BEL,29MAY2025,-1.0,2850,FUTSTK,NFO,5.0,383,BEL-EQ,,-1.0,1,,NSE,5.0
410,57174,BSE29MAY25FUT,BSE,29MAY2025,-1.0,125,FUTSTK,NFO,5.0,19585,BSE-EQ,,-1.0,1,,NSE,5.0
411,57194,DELHIVERY29MAY25FUT,DELHIVERY,29MAY2025,-1.0,1525,FUTSTK,NFO,5.0,9599,DELHIVERY-EQ,,-1.0,1,,NSE,5.0
412,57219,HCLTECH29MAY25FUT,HCLTECH,29MAY2025,-1.0,350,FUTSTK,NFO,5.0,7229,HCLTECH-EQ,,-1.0,1,,NSE,5.0
413,57236,HINDUNILVR29MAY25FUT,HINDUNILVR,29MAY2025,-1.0,300,FUTSTK,NFO,5.0,1394,HINDUNILVR-EQ,,-1.0,1,,NSE,5.0
414,57286,IRB29MAY25FUT,IRB,29MAY2025,-1.0,10250,FUTSTK,NFO,1.0,15313,IRB-EQ,,-1.0,1,,NSE,1.0
415,57342,IREDA24APR25FUT,IREDA,24APR2025,-1.0,2900,FUTSTK,NFO,1.0,20261,IREDA-EQ,,-1.0,1,,NSE,1.0
416,57351,ITC29MAY25FUT,ITC,29MAY2025,-1.0,1600,FUTSTK,NFO,5.0,1660,ITC-EQ,,-1.0,1,,NSE,5.0
417,57375,KEI29MAY25FUT,KEI,29MAY2025,-1.0,150,FUTSTK,NFO,5.0,13310,KEI-EQ,,-1.0,1,,NSE,5.0
418,40393,INDIANB27MAR25FUT,INDIANB,27MAR2025,-1.0,950,FUTSTK,NFO,5.0,14309,INDIANB-EQ,,-1.0,1,,NSE,5.0
419,40485,IRFC27MAR25FUT,IRFC,27MAR2025,-1.0,3525,FUTSTK,NFO,1.0,2029,IRFC-EQ,,-1.0,1,,NSE,1.0
420,41610,JSWENERGY27MAR25FUT,JSWENERGY,27MAR2025,-1.0,750,FUTSTK,NFO,5.0,17869,JSWENERGY-EQ,,-1.0,1,,NSE,5.0
421,41620,KEI27MAR25FUT,KEI,27MAR2025,-1.0,150,FUTSTK,NFO,5.0,13310,KEI-EQ,,-1.0,1,,NSE,5.0
422,43157,M&MFIN27MAR25FUT,M&MFIN,27MAR2025,-1.0,2000,FUTSTK,NFO,5.0,13285,M&MFIN-EQ,,-1.0,1,,NSE,5.0
423,43174,MAXHEALTH27MAR25FUT,MAXHEALTH,27MAR2025,-1.0,525,FUTSTK,NFO,5.0,22377,MAXHEALTH-EQ,,-1.0,1,,NSE,5.0
424,43196,MRF27MAR25FUT,MRF,27MAR2025,-1.0,5,FUTSTK,NFO,5.0,2277,MRF-EQ,,-1.0,1,,NSE,5.0
425,43228,NHPC27MAR25FUT,NHPC,27MAR2025,-1.0,6400,FUTSTK,NFO,1.0,17400,NHPC-EQ,,-1.0,1,,NSE,1.0
426,43252,OFSS27MAR25FUT,OFSS,27MAR2025,-1.0,50,FUTSTK,NFO,5.0,10738,OFSS-EQ,,-1.0,1,,NSE,5.0
427,43277,PERSISTENT27MAR25FUT,PERSISTENT,27MAR2025,-1.0,100,FUTSTK,NFO,5.0,18365,PERSISTENT-EQ,,-1.0,1,,NSE,5.0
428,43311,PNB27MAR25FUT,PNB,27MAR2025,-1.0,8000,FUTSTK,NFO,1.0,10666,PNB-EQ,,-1.0,1,,NSE,1.0
429,43355,SBIN27MAR25FUT,SBIN,27MAR2025,-1.0,750,FUTSTK,NFO,5.0,3045,SBIN-EQ,,-1.0,1,,NSE,5.0
430,43358,SIEMENS27MAR25FUT,SIEMENS,27MAR2025,-1.0,75,FUTSTK,NFO,5.0,3150,SIEMENS-EQ,,-1.0,1,,NSE,5.0
431,43391,TATASTEEL27MAR25FUT,TATASTEEL,27MAR2025,-1.0,5500,FUTSTK,NFO,1.0,3499,TATASTEEL-EQ,,-1.0,1,,NSE,1.0
432,43392,TCS27MAR25FUT,TCS,27MAR2025,-1.0,175,FUTSTK,NFO,5.0,11536,TCS-EQ,,-1.0,1,,NSE,5.0
433,43396,TECHM27MAR25FUT,TECHM,27MAR2025,-1.0,600,FUTSTK,NFO,5.0,13538,TECHM-EQ,,-1.0,1,,NSE,5.0
434,43406,ULTRACEMCO27MAR25FUT,ULTRACEMCO,27MAR2025,-1.0,50,FUTSTK,NFO,5.0,11532,ULTRACEMCO-EQ,,-1.0,1,,NSE,5.0
435,43417,UNITDSPR27MAR25FUT,UNITDSPR,27MAR2025,-1.0,350,FUTSTK,NFO,5.0,10447,UNITDSPR-EQ,,-1.0,1,,NSE,5.0
436,57146,ANGELONE29MAY25FUT,ANGELONE,29MAY2025,-1.0,200,FUTSTK,NFO,5.0,324,ANGELONE-EQ,,-1.0,1,,NSE,5.0
437,57149,APOLLOTYRE29MAY25FUT,APOLLOTYRE,29MAY2025,-1.0,1700,FUTSTK,NFO,5.0,163,APOLLOTYRE-EQ,,-1.0,1,,NSE,5.0
438,57152,ASTRAL29MAY25FUT,ASTRAL,29MAY2025,-1.0,367,FUTSTK,NFO,5.0,14418,ASTRAL-EQ,,-1.0,1,,NSE,5.0
439,57164,BANKBARODA29MAY25FUT,BANKBARODA,29MAY2025,-1.0,2925,FUTSTK,NFO,1.0,4668,BANKBARODA-EQ,,-1.0,1,,NSE,1.0
440,57165,BANKINDIA29MAY25FUT,BANKINDIA,29MAY2025,-1.0,4825,FUTSTK,NFO,1.0,4745,BANKINDIA-EQ,,-1.0,1,,NSE,1.0
441,57188,CROMPTON29MAY25FUT,CROMPTON,29MAY2025,-1.0,1800,FUTSTK,NFO,5.0,17094,CROMPTON-EQ,,-1.0,1,,NSE,5.0
442,57229,HEROMOTOCO29MAY25FUT,HEROMOTOCO,29MAY2025,-1.0,150,FUTSTK,NFO,5.0,1348,HEROMOTOCO-EQ,,-1.0,1,,NSE,5.0
443,57235,HINDPETRO29MAY25FUT,HINDPETRO,29MAY2025,-1.0,2025,FUTSTK,NFO,5.0,1406,HINDPETRO-EQ,,-1.0,1,,NSE,5.0
444,57271,INDHOTEL29MAY25FUT,INDHOTEL,29MAY2025,-1.0,1000,FUTSTK,NFO,5.0,1512,INDHOTEL-EQ,,-1.0,1,,NSE,5.0
445,57357,JIOFIN29MAY25FUT,JIOFIN,29MAY2025,-1.0,1650,FUTSTK,NFO,1.0,18143,JIOFIN-EQ,,-1.0,1,,NSE,1.0
446,57426,LTIM29MAY25FUT,LTIM,29MAY2025,-1.0,150,FUTSTK,NFO,5.0,17818,LTIM-EQ,,-1.0,1,,NSE,5.0
447,57443,MAXHEALTH29MAY25FUT,MAXHEALTH,29MAY2025,-1.0,525,FUTSTK,NFO,5.0,22377,MAXHEALTH-EQ,,-1.0,1,,NSE,5.0
448,57444,MCX29MAY25FUT,MCX,29MAY2025,-1.0,100,FUTSTK,NFO,5.0,31181,MCX-EQ,,-1.0,1,,NSE,5.0
449,57451,MRF29MAY25FUT,MRF,29MAY2025,-1.0,5,FUTSTK,NFO,5.0,2277,MRF-EQ,,-1.0,1,,NSE,5.0
450,57475,NYKAA29MAY25FUT,NYKAA,29MAY2025,-1.0,2950,FUTSTK,NFO,1.0,6545,NYKAA-EQ,,-1.0,1,,NSE,1.0
451,57477,OFSS29MAY25FUT,OFSS,29MAY2025,-1.0,50,FUTSTK,NFO,5.0,10738,OFSS-EQ,,-1.0,1,,NSE,5.0
452,57497,POLICYBZR29MAY25FUT,POLICYBZR,29MAY2025,-1.0,325,FUTSTK,NFO,5.0,6656,POLICYBZR-EQ,,-1.0,1,,NSE,5.0
453,57527,TATACOMM29MAY25FUT,TATACOMM,29MAY2025,-1.0,250,FUTSTK,NFO,5.0,3721,TATACOMM-EQ,,-1.0,1,,NSE,5.0
454,57539,TECHM29MAY25FUT,TECHM,29MAY2025,-1.0,600,FUTSTK,NFO,5.0,13538,TECHM-EQ,,-1.0,1,,NSE,5.0
455,57540,TIINDIA29MAY25FUT,TIINDIA,29MAY2025,-1.0,150,FUTSTK,NFO,5.0,312,TIINDIA-EQ,,-1.0,1,,NSE,5.0
456,57552,TORNTPOWER29MAY25FUT,TORNTPOWER,29MAY2025,-1.0,375,FUTSTK,NFO,5.0,13786,TORNTPOWER-EQ,,-1.0,1,,NSE,5.0
457,57556,UNIONBANK29MAY25FUT,UNIONBANK,29MAY2025,-1.0,4425,FUTSTK,NFO,1.0,10753,UNIONBANK-EQ,,-1.0,1,,NSE,1.0
458,36388,EXIDEIND27MAR25FUT,EXIDEIND,27MAR2025,-1.0,1800,FUTSTK,NFO,5.0,676,EXIDEIND-EQ,,-1.0,1,,NSE,5.0
459,36690,021NSETEST27NOV36FUT,021NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14751,021NSETEST-EQ,,-1.0,1,,NSE,5.0
460,36694,041NSETEST27NOV36FUT,041NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14755,041NSETEST-EQ,,-1.0,1,,NSE,5.0
461,36700,061NSETEST27NOV36FUT,061NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14762,061NSETEST-EQ,,-1.0,1,,NSE,5.0
462,36720,131NSETEST27NOV36FUT,131NSETEST,27NOV2036,-1.0,50,FUTSTK,NFO,5.0,14778,131NSETEST-EQ,,-1.0,1,,NSE,5.0
463,39049,GRANULES27MAR25FUT,GRANULES,27MAR2025,-1.0,1000,FUTSTK,NFO,5.0,11872,GRANULES-EQ,,-1.0,1,,NSE,5.0
464,39052,GRASIM27MAR25FUT,GRASIM,27MAR2025,-1.0,250,FUTSTK,NFO,5.0,1232,GRASIM-EQ,,-1.0,1,,NSE,5.0
465,41574,JIOFIN27MAR25FUT,JIOFIN,27MAR2025,-1.0,1650,FUTSTK,NFO,1.0,18143,JIOFIN-EQ,,-1.0,1,,NSE,1.0
466,41617,KALYANKJIL27MAR25FUT,KALYANKJIL,27MAR2025,-1.0,775,FUTSTK,NFO,5.0,2955,KALYANKJIL-EQ,,-1.0,1,,NSE,5.0
467,43119,LODHA27MAR25FUT,LODHA,27MAR2025,-1.0,450,FUTSTK,NFO,5.0,3220,LODHA-EQ,,-1.0,1,,NSE,5.0
468,43121,LTF27MAR25FUT,LTF,27MAR2025,-1.0,4462,FUTSTK,NFO,1.0,24948,LTF-EQ,,-1.0,1,,NSE,1.0
469,43152,LTTS27MAR25FUT,LTTS,27MAR2025,-1.0,100,FUTSTK,NFO,5.0,18564,LTTS-EQ,,-1.0,1,,NSE,5.0
470,43153,LUPIN27MAR25FUT,LUPIN,27MAR2025,-1.0,425,FUTSTK,NFO,5.0,10440,LUPIN-EQ,,-1.0,1,,NSE,5.0
471,43407,UNIONBANK27MAR25FUT,UNIONBANK,27MAR2025,-1.0,4425,FUTSTK,NFO,1.0,10753,UNIONBANK-EQ,,-1.0,1,,NSE,1.0
472,43418,UPL27MAR25FUT,UPL,27MAR2025,-1.0,1355,FUTSTK,NFO,5.0,11287,UPL-EQ,,-1.0,1,,NSE,5.0
473,54832,ADANIENSOL24APR25FUT,ADANIENSOL,24APR2025,-1.0,625,FUTSTK,NFO,5.0,10217,ADANIENSOL-EQ,,-1.0,1,,NSE,5.0
474,57177,CANBK29MAY25FUT,CANBK,29MAY2025,-1.0,6750,FUTSTK,NFO,1.0,10794,CANBK-EQ,,-1.0,1,,NSE,1.0
475,57138,ABFRL29MAY25FUT,ABFRL,29MAY2025,-1.0,2600,FUTSTK,NFO,5.0,30108,ABFRL-EQ,,-1.0,1,,NSE,5.0
476,57169,BHEL29MAY25FUT,BHEL,29MAY2025,-1.0,2625,FUTSTK,NFO,1.0,438,BHEL-EQ,,-1.0,1,,NSE,1.0
477,57181,CHAMBLFERT29MAY25FUT,CHAMBLFERT,29MAY2025,-1.0,1900,FUTSTK,NFO,5.0,637,CHAMBLFERT-EQ,,-1.0,1,,NSE,5.0
478,57186,COLPAL29MAY25FUT,COLPAL,29MAY2025,-1.0,175,FUTSTK,NFO,5.0,15141,COLPAL-EQ,,-1.0,1,,NSE,5.0
479,57190,CYIENT29MAY25FUT,CYIENT,29MAY2025,-1.0,300,FUTSTK,NFO,5.0,5748,CYIENT-EQ,,-1.0,1,,NSE,5.0
